Cod partener,Nr.contract,Adresa partener,Contract start,Stare,Contract end,Cod produs,Tip produs,UM,Valuta,Pret contractat,Pret mediu factura,Cantitate facturat total
33316086,1899,"…. - IULIU MANIU, SIGHETU MARMATIEI",25-Sep-2018,Valid,30.09.2021,BRO_TPEP21,Marfa,BUC,EUR,12.13,10.85,20
33316086,1899,"…. - IULIU MANIU, SIGHETU MARMATIEI",25-Sep-2018,Valid,30.09.2021,BRO_TRB21,Marfa,BUC,EUR,12.13,10.81,19
15883597,1609,"…. - RI, CALEA MOTILOR, CLUJ NAPOCA",26-May-2017,Valid,31.05.2020,SGF_28X_7510,Marfa,KG,EUR,36.38,25.85,13
15883597,1793,"…. - RI, CALEA MOTILOR, CLUJ NAPOCA",9-Feb-2018,Valid,04.02.2021,SGF_200.002.017,Marfa,KG,EUR,17.92,21.07,92
15883597,1793.1,"…. - LAGIO 2, FABRICII, CLUJ NAPOCA",3-Jul-2018,Valid,09.07.2023,SGF_200.002.017,Marfa,KG,EUR,17.92,21.84,25
18866744,1150,"…. - IG, BULEVARDUL UNIRII, FAGARAS",19-Jun-2015,Valid,30.11.2099,SGF_288,Marfa,KG,EUR,35.12,27,6
44307709,2350,"…. - LUCRU, IZEI, SIGHETU MARMATIEI",2-Sep-2022,Valid,09.09.2025,SGF_2V1_1990,Marfa,KG,EUR,21.28,19,12
45021801,2313,"…. - DIU CENTRAL, STR LUNII, BRASOV",3-Jun-2022,Valid,10.04.2025,BC_ES65ESPRESSA,Marfa,KG,EUR,31.92,28.53,6
45021801,2313,"…. - DIU CENTRAL, STR LUNII, BRASOV",3-Jun-2022,Valid,10.04.2025,SGF_254,Marfa,KG,EUR,30.24,28.77,38
25909163,1957,"…. - ET FOOD, STR. 7 IUNIE, SALONTA",8-Apr-2019,Valid,09.04.2021,SGF_288,Marfa,KG,EUR,31.36,22.98,139
38563141,1790,"…. - I CAFFE, PIATA UNIRII, RADAUTI",8-Feb-2018,Anulat,09.02.2023,SGF_200.002.017,Marfa,KG,EUR,29.12,26,13
23970252,20,"…. - OU CONSTANTIN GHITA, VOLUNTARI",5-Feb-2009,Valid,10.02.2012,LSM_207106GF,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,"2,737.00","1,897.30",1
23970252,21,"…. - OU CONSTANTIN GHITA, VOLUNTARI",5-Feb-2009,Valid,10.02.2012,LSM_207140,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,"1,973.00",925,1
21381471,1169,"…. - - INDIGO, PIEZISA, CLUJ NAPOCA",1-Jul-2015,Valid,01.07.2018,SGF_288,Marfa,KG,EUR,32.61,24.74,110
40337332,2182,"…. - FINIT, MIHAI EMINESCU, SECTOR1",4-Mar-2021,Valid,09.03.2026,SGF_269_1100,Marfa,KG,EUR,33.87,27,12
12361556,1820,"…. -  BUCURESTI, PRECIZIEI, SECTOR6",15-Mar-2018,Valid,14.03.2023,SGF_29P,Marfa,Cut,EUR,50,41.01,71
12361556,1820,"…. -  BUCURESTI, PRECIZIEI, SECTOR6",15-Mar-2018,Valid,14.03.2023,SGF_358,Marfa,Cut,EUR,16.5,16.5,2
12361556,1820,"…. -  BUCURESTI, PRECIZIEI, SECTOR6",15-Mar-2018,Valid,14.03.2023,SGF_29L,Marfa,Cut,EUR,20.29,14.5,4
12361556,1820,"…. -  BUCURESTI, PRECIZIEI, SECTOR6",15-Mar-2018,Valid,14.03.2023,SGF_29N,Marfa,Cut,EUR,20.29,14.5,4
12361556,1820,"…. -  BUCURESTI, PRECIZIEI, SECTOR6",15-Mar-2018,Valid,14.03.2023,SGF_29M,Marfa,Cut,EUR,20.29,15.04,16
23253746,2130,"…. - NO COMMENT FAGARAS, -, FAGARAS",5-Aug-2020,Valid,09.08.2023,SGF_269_1100,Marfa,KG,EUR,33.87,31.54,14
33831510,1199,"…. -  - CAFE ROCK, PUCHENI, SECTOR5",18-Aug-2015,Valid,17.08.2019,SGF_288,Marfa,KG,EUR,32.61,25.02,50
33831510,1787,"…. -  TO GO, CALEA RAHOVEI, SECTOR5",5-Feb-2018,Valid,17.04.2026,SGF_2V1_1990,Marfa,KG,EUR,28.85,20.56,107
33831510,1787,"…. -  TO GO, CALEA RAHOVEI, SECTOR5",5-Feb-2018,Valid,17.04.2026,SGF_269_1100,Marfa,KG,EUR,27.83,25.09,420
27362096,1980,"…. - EDIU CENTRAL, CLUJULUI, MEDIAS",15-May-2019,Valid,09.05.2022,SGF_269_1100,Marfa,KG,EUR,35.12,28,50
27362096,1980,"…. - EDIU CENTRAL, CLUJULUI, MEDIAS",15-May-2019,Valid,09.05.2022,M&N_1013634_OBI     ,Obiecte inventar,BUC,EUR,206,66,1
40022881,1933,"…. - FE, 22 DECEMBRIE, PIATRA NEAMT",22-Nov-2018,Valid,30.11.2021,SGF_288,Marfa,KG,EUR,32.61,23.92,150
42627600,2179,"…. - , PRINCIPALA, AGHIRESU-FABRICI",25-Feb-2021,Valid,29.02.2024,SGF_269_1100,Marfa,KG,EUR,33.87,30.44,12
27492134,1623,"…. - , SOSEAUA CONSTANTEI, MANGALIA",12-Jun-2017,Valid,13.06.2020,SGF_288,Marfa,KG,EUR,31.36,24,72
10411429,1744,"…. - RISTAR, 2 GRANICERI, FALTICENI",14-Nov-2017,Valid,19.08.2022,SGF_269_1100,Marfa,KG,EUR,31.36,24,32
10411429,1744,"…. - RISTAR, 2 GRANICERI, FALTICENI",14-Nov-2017,Valid,19.08.2022,SGF_288,Marfa,KG,EUR,30.11,24,121
10411429,1744,"…. - RISTAR, 2 GRANICERI, FALTICENI",14-Nov-2017,Valid,19.08.2022,SGF_200.002.017,Marfa,KG,EUR,28,21.87,62
34277384,1349,"…. - CAFE, CALEA VICTORIEI, SECTOR1",21-Apr-2016,Valid,31.05.2019,SGF_288,Marfa,KG,EUR,31.36,23,96
34319030,1251,"…. - -DUL TRANSILVANIEI, ALBA IULIA",9-Nov-2015,Valid,10.11.2018,SGF_288,Marfa,KG,EUR,31.36,24,2
27477959,1079,"…. - U CENTRAL, -RASARITULUI, RECAS",17-Dec-2014,Valid,20.01.2018,SGF_288,Marfa,KG,EUR,32.61,24.29,7
27477959,1101,"…. - ARE, -PRINCIPALA, REMETEA MARE",16-Mar-2015,Valid,20.04.2018,SGF_288,Marfa,KG,EUR,32.61,24.2,46
20744358,2228,"…. - SEDIU CENTRAL, BRAILEI, GALATI",3-Nov-2021,Valid,01.11.2024,SGF_2V1_1990,Marfa,KG,EUR,18.82,15.46,134
15160808,2230,"…. - SEDIU CENTRAL, BRAILEI, GALATI",25-Nov-2021,Anulat,15.11.2024,SGF_269_1100,Marfa,KG,EUR,30.11,24,8
5800438,1121,"…. - NO, BECLEAN, ODORHEIU SECUIESC",4-May-2015,Valid,30.04.2018,SGF_269_1100,Marfa,KG,EUR,33.87,25.51,48
37822949,1657,"…. - , COLONEL IOSIFG ALBU, SECTOR3",24-Jul-2017,Valid,27.07.2020,SGF_288,Marfa,KG,EUR,31.36,24.27,90
34045457,1539,"…. - IE PAN, MIHAI VITEAZU, SUCEAVA",22-Feb-2017,Valid,25.02.2023,SGF_2V1_1990,Marfa,KG,EUR,25.09,19.29,28
34045457,1539,"…. - IE PAN, MIHAI VITEAZU, SUCEAVA",22-Feb-2017,Valid,25.02.2023,SGF_29P,Marfa,Cut,EUR,54.98,39.32,19
25277342,886,"…. - URANT, Institutului, PETROSANI",29-Oct-2013,Valid,01.10.2016,SGF_288,Marfa,KG,EUR,36.38,24.69,548
25277342,887,"…. - CENTRAL, STR. 1 MAI, PETROSANI",29-Oct-2013,Valid,01.10.2016,SGF_288,Marfa,KG,EUR,36.38,24.67,598
25277342,1947,"…. - ALIA, UNIVERSITATII, PETROSANI",20-Mar-2019,Valid,31.03.2023,SGF_254,Marfa,KG,EUR,29,27.45,209
25277342,1949,"…. - URANT, Institutului, PETROSANI",20-Mar-2019,Valid,31.03.2026,SGF_254,Marfa,KG,EUR,29,27.42,281
12731446,516,"…. - A,  GHEORGHE DOJA, TARGU-MURES",21-Jul-2011,Valid,01.07.2014,SGF_286_7515,Marfa,KG,EUR,28,21.74,250
12731446,516,"…. - A,  GHEORGHE DOJA, TARGU-MURES",21-Jul-2011,Valid,01.07.2014,SGF_288,Marfa,KG,EUR,32.61,24.96,219
37124547,1575,"…. - IU CENTRAL, REPUBLICII, BRASOV",10-Apr-2017,Valid,09.04.2020,SGF_254,Marfa,KG,EUR,33.87,26,11
40078572,2013,"…. - JUCO CAFE, NAVODARI, CONSTANTA",23-Jul-2019,Valid,19.07.2022,SGF_254,Marfa,KG,EUR,33.87,27.07,51
40117990,1921,"…. - , HARGHITEI, CRISTURU SECUIESC",28-Dec-2018,Valid,31.12.2022,SGF_200.002.017,Marfa,KG,EUR,25.76,22.54,18
13225242,201,"…. - TR.TARGULUI, ODORHEIU SECUIESC",7-Oct-2009,Valid,07.09.2012,SGF_286_7515,Marfa,KG,EUR,25.76,21.36,26
3888086,1030,"…. - ELEVEN BORSA, VICTORIEI, BORSA",18-Oct-2014,Valid,20.10.2017,SGF_288,Marfa,KG,EUR,32.61,21.51,471
17544562,1904,"…. - TE HORSE, PRINCIPALA, GORNESTI",10-Oct-2018,Valid,09.10.2021,SGF_288,Marfa,KG,EUR,36.38,27.47,75
17544562,1904,"…. - TE HORSE, PRINCIPALA, GORNESTI",10-Oct-2018,Valid,09.10.2021,LSM_207226230I,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,428,304.26,1
31685974,851,"…. -  STR. MIRON COSTIN , SATU MARE",18-Jul-2013,Valid,20.06.2016,SGF_288,Marfa,KG,EUR,32.61,24.78,175
33099076,1882,"…. - PUB, OCTAVIAN GOGA, SIGHISOARA",10-Aug-2018,Valid,09.08.2024,SGF_288,Marfa,KG,EUR,20,24.49,124
22631711,1853,"…. - CE, BDUL DECEBAL, PIATRA NEAMT",15-May-2018,Valid,30.09.2018,MEC_08193,Marfa,KG,EUR,11.5,11.57,34
22365393,737,"…. - A PARK, COMUNA JOSENI , JOSENI",17-Dec-2012,Valid,20.11.2015,SGF_29P,Marfa,Cut,EUR,54.98,41.59,3
22365393,737,"…. - A PARK, COMUNA JOSENI , JOSENI",17-Dec-2012,Valid,20.11.2015,SGF_288,Marfa,KG,EUR,33.87,25.51,56
6426693,2149,"…. - BAR KAPPARI, Republicii, RUPEA",6-Oct-2020,Valid,09.10.2025,SGF_269_1100,Marfa,KG,EUR,33.87,28.62,6
20573410,1462,"…. - L-BAR KAFFE, ZIZINULUI, BRASOV",19-Sep-2016,Valid,19.09.2019,SGF_288,Marfa,KG,EUR,31.36,24,17
1790628120768,1073,"…. - LT - OTP, ALVERNA, CLUJ NAPOCA",3-Oct-2014,Valid,10.10.2019,SGF_29P,Marfa,Cut,EUR,54.98,39,3
1790628120768,1073,"…. - LT - OTP, ALVERNA, CLUJ NAPOCA",3-Oct-2014,Valid,10.10.2019,SGF_29L,Marfa,Cut,EUR,20.29,14.5,3
1790628120768,1073,"…. - LT - OTP, ALVERNA, CLUJ NAPOCA",3-Oct-2014,Valid,10.10.2019,SGF_29N,Marfa,Cut,EUR,20.29,14.5,8
1790628120768,1073,"…. - LT - OTP, ALVERNA, CLUJ NAPOCA",3-Oct-2014,Valid,10.10.2019,SGF_29M,Marfa,Cut,EUR,20.29,14.5,9
32452900,898,"…. - AT PESTISANI, COMUNA PESTISANI",18-Nov-2013,Valid,20.10.2016,SGF_288,Marfa,KG,EUR,33.87,19.2,10
37502413,1683,"…. - MIHAIL KOGALNICEANU, TIMISOARA",4-Sep-2017,Valid,09.09.2020,SGF_288,Marfa,KG,EUR,31.36,22.15,39
34774723,1450,"…. - DIU CENTRAL, DE MIJLOC, BRASOV",29-Aug-2016,Valid,19.11.2019,SGF_288,Marfa,KG,EUR,26.97,24.25,292
34774723,1450,"…. - DIU CENTRAL, DE MIJLOC, BRASOV",29-Aug-2016,Valid,19.11.2019,LSM_207107G GF      ,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,"4,241.00","3,585.14",1
34774723,1450,"…. - DIU CENTRAL, DE MIJLOC, BRASOV",29-Aug-2016,Valid,19.11.2019,LSM_207226230IM,"Echipamente tehnologice (masini, utilaje si instalatii de lucru)",BUC,EUR,704,565.91,1
34774723,2257,"…. - DIU CENTRAL, DE MIJLOC, BRASOV",14-Mar-2022,Valid,31.07.2024,SGF_288,Marfa,KG,EUR,25,24.25,292
37232581,2048,"…. - NIGMA, VICTORIEI, NEGRESTI-OAS",8-Nov-2019,Valid,19.11.2022,SGF_269_1100,Marfa,KG,EUR,30.11,25.38,324
4075162,1232,"…. - , SINTIMBRU, ODORHEIU SECUIESC",5-Oct-2015,Valid,30.09.2018,SGF_288,Marfa,KG,EUR,33.87,25.17,441
4075162,1945,"…. - , SINTIMBRU, ODORHEIU SECUIESC",19-Mar-2019,Valid,19.03.2021,SGF_269_1100,Marfa,KG,EUR,33.87,23.95,170
5905299,1289,"…. - S, TUDOR VLADIMIRESCU, SECTOR1",11-Feb-2016,Valid,31.12.2099,SGF_MBE,Obiecte inventar,BUC,EUR,94,94,2
5905299,1289,"…. - S, TUDOR VLADIMIRESCU, SECTOR1",11-Feb-2016,Valid,31.12.2099,SGF_29P,Marfa,Cut,EUR,65.06,51.58,32
5905299,1289,"…. - S, TUDOR VLADIMIRESCU, SECTOR1",11-Feb-2016,Valid,31.12.2099,SGF_29L,Marfa,Cut,EUR,24.09,17.69,45
5905299,1289,"…. - S, TUDOR VLADIMIRESCU, SECTOR1",11-Feb-2016,Valid,31.12.2099,SGF_29N,Marfa,Cut,EUR,24.09,17.54,14
5905299,1289,"…. - S, TUDOR VLADIMIRESCU, SECTOR1",11-Feb-2016,Valid,31.12.2099,SGF_29M,Marfa,Cut,EUR,24.09,17.67,40
27017969,527,"…. - TIA, CALEA TURZII, CLUJ-NAPOCA",15-Sep-2011,Valid,31.12.2021,SGF_29P,Marfa,Cut,EUR,54.98,41.11,38
27017969,527,"…. - TIA, CALEA TURZII, CLUJ-NAPOCA",15-Sep-2011,Valid,31.12.2021,SGF_288,Marfa,KG,EUR,30.11,23.47,338
27017969,1081,"…. - GHIARA, EMIL ISAC, CLUJ NAPOCA",5-Jan-2015,Valid,31.12.2021,SGF_29P,Marfa,Cut,EUR,54.98,41.29,17
27017969,1081,"…. - GHIARA, EMIL ISAC, CLUJ NAPOCA",5-Jan-2015,Valid,31.12.2021,SGF_288,Marfa,KG,EUR,30.11,23.99,199
27017969,1120,"…. - 21 DECEMBRIE 1989, CLUJ NAPOCA",30-Apr-2015,Valid,01.11.2015,SGF_29P,Marfa,Cut,EUR,54.98,51.74,4
40765959,2005,"…. - E, Alexandru Ioan Cuza, RESITA",15-Jul-2019,Valid,19.07.2022,SGF_29P,Marfa,Cut,EUR,51.05,39.98,6
40765959,2005,"…. - E, Alexandru Ioan Cuza, RESITA",15-Jul-2019,Valid,19.07.2022,SGF_29N,Marfa,Cut,EUR,18.98,17.1,3
20963242,1712,"…. - LISH BAR, VASILE SAFTU, BRASOV",17-Oct-2017,Valid,08.11.2025,BC_ES65ESPRESSA,Marfa,KG,EUR,31.94,26.71,72
20963242,1712,"…. - LISH BAR, VASILE SAFTU, BRASOV",17-Oct-2017,Valid,08.11.2025,SGF_200.002.017,Marfa,KG,EUR,34.72,30.47,127
28194462,555,"…. - CIAL, STR. REPUBLICII , BRASOV",22-Sep-2011,Valid,01.10.2014,SGF_288,Marfa,KG,,33.87,25.72,3
16648948,1103,"…. - ANUL CETATII, SASCHIZ, SASCHIZ",25-Mar-2015,Valid,31.03.2018,SGF_288,Marfa,KG,EUR,36.38,26.92,63
18756059,1292,"…. -  AV. ST. PROTOPOPESCU, SECTOR1",23-Feb-2016,Valid,23.02.2019,SGF_288,Marfa,KG,EUR,30.11,24,44
39403157,2243,"…. - RO, GHEORGHE DOJA, TARGU MURES",7-Feb-2022,Valid,06.02.2025,SGF_269_1100,Marfa,KG,EUR,30.24,27,10
39896446,1909,"…. - R&PIZZA, DUNARII, MOLDOVA NOUA",30-Oct-2018,Valid,31.10.2021,SGF_269_1100,Marfa,KG,EUR,31.26,25.36,755
39322150,1864,"…. - URANT BLU, BRIZEI, EFORIE NORD",26-Jun-2018,Valid,24.07.2018,SGF_288,Marfa,KG,EUR,32.61,25,16
25422140,1143,"…. - ETTE, CALARASILOR, CLUJ NAPOCA",10-Jun-2015,Valid,10.12.2015,SGF_29P,Marfa,Cut,EUR,54.98,39,1
25422140,1143,"…. - ETTE, CALARASILOR, CLUJ NAPOCA",10-Jun-2015,Valid,10.12.2015,SGF_358,Marfa,Cut,EUR,16.5,15,1
129103,1311,"…. -  Tudor Vladimirescu, DRAGASANI",14-Mar-2016,Valid,19.03.2019,SGF_288,Marfa,KG,EUR,32.61,25.01,5
40171204,2012,"…. - GASTRO BAR, VALEA ADANCA, IASI",23-Jul-2019,Valid,09.08.2022,SGF_254,Marfa,KG,EUR,37.63,30.19,83
4241834,280,"…. - CZI FERENCZ, ODORHEIU SECUIESC",4-Mar-2010,Valid,05.03.2018,SGF_288,Marfa,KG,EUR,33.87,25.08,154
4241834,1813,"…. - CZI FERENCZ, ODORHEIU SECUIESC",7-Mar-2018,Valid,09.03.2021,SGF_286_7515,Marfa,KG,EUR,23.52,18.78,53
38792218,1789,"…. - RESTAURANT, RESITEI, TIMISOARA",7-Feb-2018,Valid,09.02.2021,SGF_29P,Marfa,Cut,EUR,54.98,40.93,32
38792218,1789,"…. - RESTAURANT, RESITEI, TIMISOARA",7-Feb-2018,Valid,09.02.2021,SGF_288,Marfa,KG,EUR,1.25,24,14
29189405,2044,"…. - SHAORMERIE, PRINCIPALA, MOISEI",28-Oct-2019,Valid,31.10.2025,SGF_269_1100,Marfa,KG,EUR,30.9,25.78,75
43923387,2317,"…. - TEL ROYAL, REVOLUTIEI, CURTICI",7-Jun-2022,Draft,05.06.2025,SGF_269_1100,Marfa,KG,EUR,27.45,25.32,7
33172800,1319,"…. - L - VIVID BISTRAW, PALAT, IASI",23-Mar-2016,Valid,22.03.2019,SGF_28X_7510,Marfa,KG,EUR,36.38,9.33,9
33172800,1319,"…. - L - VIVID BISTRAW, PALAT, IASI",23-Mar-2016,Valid,22.03.2019,SGF_269_1100,Marfa,KG,EUR,33.87,25.35,4
33172800,1319,"…. - L - VIVID BISTRAW, PALAT, IASI",23-Mar-2016,Valid,22.03.2019,SGF_288,Marfa,KG,EUR,31.36,19.03,29
33313454,997,"…. - AL, TUDOR VLADIMIRESCU, GALATI",13-Aug-2014,Valid,20.08.2017,SGF_288,Marfa,KG,EUR,35.12,25.99,44
27010480,1114,"…. - A SRL, B-DULREPUBLICII, RESITA",17-Apr-2015,Valid,10.04.2017,SGF_288,Marfa,KG,EUR,32.61,22.28,386
32159749,902,"…. - , STR. GHEORGHE DOJA, PLOIESTI",9-Dec-2013,Valid,09.12.2013,SGF_288,Marfa,KG,EUR,35.12,26.02,10
27970905,1265,"…. - A-COMPLEX GAMBRINUS, HUNEDOARA",11-Dec-2015,Valid,19.12.2018,SGF_288,Marfa,KG,EUR,31.36,23.98,25
27970905,1266,"…. - A-COMPLEX GAMBRINUS, HUNEDOARA",11-Dec-2015,Valid,19.12.2018,SGF_288,Marfa,KG,EUR,31.36,21.97,95
25238882,1734,"…. - tect Laszlo Szekely, TIMISOARA",1-Nov-2017,Valid,31.10.2020,SGF_288,Marfa,KG,EUR,31.36,23.2,90
45029546,2421,"…. -  - SEDIU CENTRAL, LOTUS, TURDA",25-Aug-2023,Draft,19.08.2026,SGF_200.002.017,Marfa,KG,EUR,20,18,8
13702570,920,"…. - AL, B-DUL REPUBLICII, CALARASI",24-Feb-2014,Anulat,01.02.2017,SGF_288,Marfa,KG,EUR,33.87,26,4
22749688,1152,"…. - A CCD, MIHAI EMINESCU, FAGARAS",22-Jun-2015,Valid,31.08.2018,SGF_288,Marfa,KG,EUR,32.61,24.31,67
30112391,774,"…. -  PETOFI SANDOR, MIERCUREA CIUC",7-Mar-2013,Valid,01.03.2016,SGF_254,Marfa,KG,EUR,36.38,25.22,28
30112391,2034,"…. -  PETOFI SANDOR, MIERCUREA CIUC",30-Sep-2019,Valid,10.10.2024,SGF_2V1_1990,Marfa,KG,EUR,19.34,15.24,111
6151908,907,"…. - TRUM, STR. AVRAM IANCU , TURDA",13-Dec-2013,Valid,20.11.2016,SGF_288,Marfa,KG,EUR,32.61,24.59,78
32005073,1951,"…. - RIUM, IULIU MANIU, CLUJ NAPOCA",25-Mar-2019,Valid,31.03.2022,BC_ES65ESPRESSA,Marfa,KG,EUR,31.36,23.06,154.5
32005073,1951,"…. - RIUM, IULIU MANIU, CLUJ NAPOCA",25-Mar-2019,Valid,31.03.2022,SGF_29P,Marfa,Cut,EUR,54.98,45.16,26
32005073,1951,"…. - RIUM, IULIU MANIU, CLUJ NAPOCA",25-Mar-2019,Valid,31.03.2022,SGF_288,Marfa,KG,EUR,28.5,26.15,8
45296012,2375,"…. - CENTRAL, CORNULUI, CLUJ NAPOCA",27-Dec-2022,Draft,31.12.2025,SGF_29P,Marfa,Cut,EUR,54.98,54.98,2
38521480,1762,"…. - AFE, PIATA 1 DECEMBRIE, RESITA",11-Dec-2017,Valid,09.12.2020,SGF_254,Marfa,KG,EUR,33.87,24.8,123
38521480,1762,"…. - AFE, PIATA 1 DECEMBRIE, RESITA",11-Dec-2017,Valid,09.12.2020,SGF_288,Marfa,KG,EUR,32.61,22.67,211
35888998,1356,"…. - UL. NICOLAE ROMANESCU, CRAIOVA",27-Apr-2016,Valid,30.04.2019,SGF_269_1100,Marfa,KG,EUR,32.61,27,8
35888998,1356,"…. - UL. NICOLAE ROMANESCU, CRAIOVA",27-Apr-2016,Valid,30.04.2019,SGF_288,Marfa,KG,EUR,31.36,22.91,109
39277903,1897,"…. -  CLADIREA MOLDOVA CENTER, IASI",12-Sep-2018,Valid,19.09.2021,SGF_269_1100,Marfa,KG,EUR,38.89,30.51,79
25600124,310,"…. - ULUI, STR D. KIRIAC, TIMISOARA",19-Apr-2010,Valid,09.11.2017,SGF_269_1100,Marfa,KG,EUR,32.61,19.12,186
25600124,1751,"…. - ULUI, STR D. KIRIAC, TIMISOARA",24-Nov-2017,Valid,19.11.2020,SGF_269_1100,Marfa,KG,EUR,1.25,19.12,186
25600124,1751,"…. - ULUI, STR D. KIRIAC, TIMISOARA",24-Nov-2017,Valid,19.11.2020,SGF_288,Marfa,KG,EUR,31.36,22.08,50
34139195,1473,"…. - T RAW, LIVIU REBREANU, SECTOR3",3-Oct-2016,Valid,08.02.2022,SGF_269_1100,Marfa,KG,EUR,31.05,26.41,294
34139195,1473,"…. - T RAW, LIVIU REBREANU, SECTOR3",3-Oct-2016,Valid,08.02.2022,SGF_288,Marfa,KG,EUR,32.61,24.28,158
34139195,2324,"…. - E GALATI, ALBATROSULUI, GALATI",21-Jun-2022,Draft,20.06.2025,SGF_269_1100,Marfa,KG,EUR,31.05,27.24,9
23199760,1883,"…. -  PUB, STEFAN CEL MARE, SUCEAVA",10-Aug-2018,Valid,19.08.2021,SGF_288,Marfa,KG,RON,30.11,24,35
23199760,1883.1,"…. - UB, BULEVARDUL 1 MAI, MIHOVENI",10-Aug-2018,Valid,19.08.2021,SGF_200.002.017,Marfa,KG,EUR,22.4,19.39,80
23199760,1883.2,"…. - NA TERASA, IULUS MALL, SUCEAVA",10-Aug-2018,Valid,19.08.2021,SGF_269_1100,Marfa,KG,RON,35.12,26,28
23199760,1883.3,"…. - GO, IULUS MALL PARTER, SUCEAVA",10-Aug-2018,Valid,19.08.2021,SGF_269_1100,Marfa,KG,RON,35.12,26,7
23199760,1883.4,"…. - FE, IULUS MALL PARTER, SUCEAVA",10-Aug-2018,Valid,19.08.2021,SGF_269_1100,Marfa,KG,RON,35.12,26,7
17067862,1024,"…. - CCO, STR. REPUBLICII, PLOIESTI",15-Oct-2014,Valid,14.10.2017,SGF_288,Marfa,KG,EUR,33.87,24.13,79
2216362,778,"…. - L - REVOIRE, TRAIAN, BAIA MARE",6-Mar-2013,Valid,01.02.2026,SGF_288,Marfa,KG,EUR,31.36,22.42,515
34456576,1167,"…. - A MAGNOLIA, CARAMIZII, BIHARIA",29-Jun-2015,Valid,27.08.2015,SGF_288,Marfa,KG,EUR,33.87,22.92,13
25856956,1920,"…. -  COLT DE RAI, BODULUI, HALCHIU",28-Dec-2018,Valid,31.12.2022,SGF_269_1100,Marfa,KG,EUR,33.87,25.83,30
48809619,2431,"…. - IUNE HILDE, IANCU GONTEA, BRAN",18-Oct-2023,Draft,19.08.2024,SGF_269_1100,Marfa,KG,EUR,33,33.87,5
29257062,757,"…. - R. DIMITRIE CANTEMIR , SECTOR1",6-Feb-2013,Valid,10.01.2016,SGF_288,Marfa,KG,EUR,32.61,24.61,26
37006223,1616,"…. - UL, Str. RAVENSBURG, SATU MARE",6-Jun-2017,Valid,09.06.2020,SGF_2V1_1990,Marfa,KG,EUR,26.34,20.35,46
37006223,1616,"…. - UL, Str. RAVENSBURG, SATU MARE",6-Jun-2017,Valid,09.06.2020,SGF_286_7515,Marfa,KG,EUR,25.76,22,36
31913592,885,"…. - AT AGHIRESU FABRICI , AGHIRESU",21-Oct-2013,Valid,01.10.2016,SGF_288,Marfa,KG,EUR,32.61,24.1,1
48669418,2438,"…. - R MMD CAFFE, REPUBLICII, RUPEA",7-Nov-2023,Draft,09.11.2028,SGF_269_1100,Marfa,KG,EUR,33.87,33.87,4
28669367,1771,"…. - OL. KISS SANDOR, TIMISU DE JOS",29-Dec-2017,Valid,31.12.2020,SGF_200.002.017,Marfa,KG,EUR,23.52,20.7,316
33326276,1164,"…. - IT, STR. DRUMUL SARII, SECTOR6",1-Feb-2015,Valid,10.02.2018,LSM_M7A,Obiecte inventar,BUC,EUR,0,89,1
33326276,1164,"…. - IT, STR. DRUMUL SARII, SECTOR6",1-Feb-2015,Valid,10.02.2018,SGF_29P,Marfa,Cut,EUR,54.98,37.05,74
33326276,1164,"…. - IT, STR. DRUMUL SARII, SECTOR6",1-Feb-2015,Valid,10.02.2018,SGF_B35_5620,Marfa,SET,EUR,0,0.44,110
38835173,2010,"…. - U, Calea BUZIASULUI, TIMISOARA",18-Jul-2019,Valid,19.07.2021,SGF_29P,Marfa,Cut,EUR,51.05,41.08,11
38835173,2010,"…. - U, Calea BUZIASULUI, TIMISOARA",18-Jul-2019,Valid,19.07.2021,SGF_358,Marfa,Cut,EUR,16.5,16.78,4
38835173,2010,"…. - U, Calea BUZIASULUI, TIMISOARA",18-Jul-2019,Valid,19.07.2021,SGF_29L,Marfa,Cut,EUR,18.98,17.05,1
38835173,2010,"…. - U, Calea BUZIASULUI, TIMISOARA",18-Jul-2019,Valid,19.07.2021,SGF_29N,Marfa,Cut,EUR,18.98,16.79,31
38835173,2010,"…. - U, Calea BUZIASULUI, TIMISOARA",18-Jul-2019,Valid,19.07.2021,SGF_29M,Marfa,Cut,EUR,18.98,19.54,4
31208797,869,"…. - LACE, PIATA REPUBLICII , TURDA",5-Sep-2013,Valid,10.08.2016,SGF_288,Marfa,KG,EUR,32.61,24.71,42
28295602,1484,"…. - E CREAM CAR, NAZARCEA, SECTOR1",20-Oct-2016,Valid,24.10.2019,SGF_288,Marfa,KG,EUR,31.36,24,10
28295602,1755,"…. - E CREAM CAR, NAZARCEA, SECTOR1",29-Nov-2017,Valid,28.11.2018,SGF_286_7515,Marfa,KG,EUR,28,24,9
43478638,2176,"…. - REET CAFFEE, PRAIDULUI, SOVATA",23-Feb-2021,Valid,29.02.2024,SGF_288,Marfa,KG,EUR,28.99,23.12,18
